exam_name,question_number,topic,subtopic,question_text,A,B,C,D,correct_label,explanation
examreview_104095564,71,Property Ownership and Land Use Controls and Regulations,Public Controls,What type of police power allows cities to identify specific uses for an area?,Condemnation,Eminent domain,Escheat,Zoning,D,"Zoning dictates how an area can be used, and should follow the area's general or comprehensive plan."
examreview_104095564,72,Contracts,Listing Agreements,Which of the following situations entitles Gary to commission with a 30-day protection clause?,Buyers viewed the property 15 days after the listing expired and made an offer that was accepted.,Buyers who viewed the property while it was listed with Gary made an accepted offer 10 days after the listing expired.,"Gary told his overseas cousin about the property, and his cousin returned to the U.S. 35 days after the listing expired to make an offer. ","The seller told a group of colleagues about the house 20 days after the listing expired, and one eventually came to see the house, which led to a contract. ",B,The contract must be signed within the protection period and be the result of the broker's actions during the initial listing period.
examreview_104095564,73,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,"Water buildup, ice damming, and a fascia damaged by moisture are common ______ issues.",Chimney,Foundation,Roof,Window,C,"Water buildup and ice damming can occur in gutters, and severe weather can damage fascia. Buyers need to know about issues with the roof prior to buying a property."
examreview_104095564,74,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,Many parks and golf courses are the sites of ______.,Former landfills,Special purpose landfills,Unregulated waste disposal areas,Working landfills,A,Many parks and golf courses are the site of former landfills.
examreview_104095564,75,Contracts,Promissory Notes/Securities,"Generally, there are covenants between the borrower and the lender within a mortgage document. Which of the following is a mortgage covenant?",Agree to refinance only with the current lender.,Give the lender first right of refusal.,Move all checking and savings account to the lender's institution.,Pay any charges and assessments against the property.,D,"Covenants usually include paying charges and assessments against the property, maintaining both the property and hazard insurance, and keeping the property in good condition."
examreview_104095564,76,Property Ownership and Land Use Controls and Regulations,Descriptions of Property,"According to national standards for measuring square footage of a dwelling, which space should be included?",Attached accessory apartment,Garage,Unfinished attic,Unfinished basement,A,Garages and unfinished spaces may be included as unfinished square footage only.
examreview_104095564,77,Property Ownership and Land Use Controls and Regulations,Encumbrances,"Rancher Ross was thrilled to learn he could sell his property's mineral rights to a company that's looking for oil. He didn't realize he'd also created an ______, allowing them to bring drilling equipment onto his land.",Easement by implication,Easement by necessity,Easement by prescription,Easement by right,A,"An easement by implication is created by the parties' conduct. A mineral right is worthless unless the minerals can be accessed, so selling the right implies that Ross granted the oil company permission to bring drilling equipment onto his land."
examreview_104095564,78,Transfer of Property,Special Processes,"Which term is defined as the build-up of land near water from the accumulation of sand, silt, or gravel deposits?",Accession,Accretion,Accumulon,Avulsion,B,"Accretion is the term used to describe the build-up of land near water from the accumulation of sand, silt, or gravel deposits."
examreview_104095564,79,Property Valuation and Financial Analysis,Methods of Estimating Value,Which of these properties are exempt from the FIRREA federal appraisal guidelines?,"Properties valued at $400,000 or less","Properties valued at $450,000 or less","Properties valued at $500,000 or less",Refinanced properties,A,"Properties valued at $400,000 or less are exempt from federal appraisal requirements in federally related transactions ."
examreview_104095564,80,"Practice of Real Estate and Disclosures, Including Specialty Areas",Natural Hazard Disclosure Statements,What's true about the Natural Hazard Disclosure statement?,"Buyers must receive the NHD within seven days after offer acceptance, but it can be provided to prospective buyers at the first opportunity.",It's not required unless the buyer requests it.,It's required only if the property is located in one of six natural hazard zones.,Sellers must provide the NHD to the buyer at least three days before closing unless the buyer waives the right to the disclosure.,A,The NHD should be provided to prospective buyers at the first opportunity. The Residential Purchase Agreement requires the disclosures be provided to the buyer within seven days after offer acceptance.
examreview_104095564,81,"Practice of Real Estate and Disclosures, Including Specialty Areas",Servicing Diverse Populations,The U.S. Department of Housing and Urban Development cites discrimination and ______ as two barriers to a stronger level of minority homeownership.,A cultural bias toward renting,An insufficient supply of affordable housing,Lack of interest in owning a home,Small populations,B,HUD's research indicates that an insufficient supply of affordable housing disproportionately affects minority homebuyers.
examreview_104095564,82,Laws of Agency and Fiduciary Duties,Disclosure of Agency,For how long must a licensee retain a signed agency disclosure?,Forever,For one year after the agency relationship ends,For three years,Until the agency relationship ends,C,Signed agency disclosures must be retained for three years.
examreview_104095564,83,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,"Which one of the following actions is a recommended (and in some states, required) method for protecting occupants of a home from carbon monoxide poisoning?",Have a licensed professional install a vent system if carbon monoxide levels are unacceptable.,Install a carbon monoxide alarm.,Remove all gas-powered devices from the home.,Replace all gas-powered appliances with newer electric models.,B,A carbon monoxide alarm is an inexpensive and easy safeguard to install. Many states require all residential properties have such devices.
examreview_104095564,84,Property Ownership and Land Use Controls and Regulations,Encumbrances,Without this easement-usually involving access to a road-the owner requiring the right of passage would be landlocked.,Easement appurtenant,Easement by necessity,Easement by prescription,Easement in gross,B,This describes an easement by necessity. One way to remember this type of easement is by thinking of the importance of getting access to a road.
examreview_104095564,85,Property Ownership and Land Use Controls and Regulations,Encumbrances,"In California, which lien can be filed later than other liens and still have priority over them?",Income tax lien,Judgement Lien,Judgment lien,Mechanic's lien,D,"In California, a mechanic's lien can take priority over other liens if the starting date of the project was before the other liens' filing dates."
examreview_104095564,86,Property Ownership and Land Use Controls and Regulations,Descriptions of Property,"A buyer is interested in purchasing a piece of property, but before doing so, they'd like to verify the accuracy of the legal description. Which of these options will accomplish this?",Having a home inspection performed,Having an appraisal performed,Having a survey conducted,Looking up the property on Google Earth,C,"A survey is a professional, on-site measurement of the lot lines and dimensions of a property, including the location of any improvements, encroachments, and easements of public record."
examreview_104095564,87,"Practice of Real Estate and Disclosures, Including Specialty Areas",Need for Inspection and Obtaining/Verfiying Information,What is the primary goal of a home inspector completing a home inspection for first-time buyers?,Document health and safety issues that may affect both the cost and enjoyment of the home.,Estimate how much cosmetic upgrades may cost the buyers.,Verify lot lines and acreage calculations.,Verify the presence of any easements or encroachment on the property.,A,"Inspectors will seek to uncover any safety or health hazards on a property during a home inspection, as well as defects that could jeopardize a structure's integrity, such as moisture or pest intrusion."
examreview_104095564,88,Laws of Agency and Fiduciary Duties,Disclosure of Acting as Principal or Other Interest,"Danielle is selling her home and has enlisted Camden as her agent. Shortly after signing the listing agreement, Camden informs Danielle that he'd like to purchase her home. What can Danielle do?",Danielle may cancel the listing agreement and seek representation from another agent.,Danielle must accept Camden's offer.,Danielle must cancel the listing agreement.,She already signed the listing agreement with Camden. She must fulfill the contract.,A,"The agent must put the client's interests ahead of their own, but sellers may be skeptical. Sellers may cancel the listing agreement and seek representation from another agent, but they are not obligated to do so."
examreview_104095564,89,Contracts,General,A contract for an illegal purpose is ______.,Fraud,Valid,Void,Voidable,C,Contracts must have a legal purpose. This means that a valid contract must be written for a lawful objective. A contract for an illegal purpose is therefore void.
examreview_104095564,90,"Practice of Real Estate and Disclosures, Including Specialty Areas",Licensing and Continuing Education Requirements and Procedures,"Consuela is a real estate licensee, and she has three other licensees working under her supervision. What type of license does Consuela hold?",Associate broker,Broker,Office manager,Salesperson,B,Only the broker category of licensure gives the authority to supervise other licensees.
examreview_104095564,91,Transfer of Property,Escrow,Your client just accepted an offer from a buyer for a property in northern California. What information will NOT be provided to the escrow agent as part of the escrow instructions?,Buyer's loan commitment,Date of possession,Purchase price,Title insurance policy number,D,"The title insurance policy hasn't yet been issued, so it's not part of the required instructions for the escrow agent. The title insurer will provide a preliminary report as an initial step of the escrow process."
examreview_104095564,92,"Practice of Real Estate and Disclosures, Including Specialty Areas",Licensing and Continuing Education Requirements and Procedures,Edwina has a California salesperson license. Which of these statements is true?,She must associate with a broker in order to perform any real estate activities.,She must obtain a broker's license before she can perform any real estate activities.,She's allowed to perform a limited set of real estate activities with this license.,"She's allowed to perform all real estate activities, and may choose to work as an individual licensee or to associate with a broker.",A,A licensed salesperson must be employed by a licensed broker in order to legally perform real estate activities.
examreview_104095564,93,"Practice of Real Estate and Disclosures, Including Specialty Areas",Licensing and Continuing Education Requirements and Procedures,Which agency issues the MLO endorsement?,California Department of Real Estate,Department of Finance,Department of Licensing,Nationwide Mortgage Licensing System and Registry (NMLS&R),D,The Nationwide Mortgage Licensing System and Registry (NMLS&R) is responsible for issuing the MLO endorsement to qualified applicants who hold real estate licenses obtained through the California Department of Real Estate.
examreview_104095564,94,"Practice of Real Estate and Disclosures, Including Specialty Areas",Commercial/Industrial/Income Properties,Which of the following best describes a mixed-use property?,A book store with a coffee shop in it,A building with commercial below and residential above,A halfway house,One that melds classic design with modern design,B,"Mixed use means two zoning categories in one building, such as commercial (often retail) mixed with residential."
examreview_104095564,95,Transfer of Property,Deeds,"A family purchased a dilapidated townhome in an estate sale. Due to their fix-up work and the current economy, the property value has skyrocketed. They decide to sell it to get their equity out of it. After they list it, a woman comes forward, saying she is an heir to the previous owner and lays claim to the property. Which general warranty deed covenant protects the family?",The covenant against encumbrances,The covenant of seisin,The covenant of the right to convey,The covenant of warranty,D,The covenant of warranty assures that the grantor will warrant and defend the title against the lawful claims of others.
examreview_104095564,96,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,Which of these is an example of puffery?,"An ad boasts that a property is ""just blocks from the proposed metro light rail station.""","An ad for a newly renovated home states, ""New from the studs up."" The renovation wasn't that thorough.","An ad for a property next to a cemetery says it ""overlooks a serene, peaceful green space.""","MLS remarks note that a condo has the city's ""most beautiful twilight view of downtown and the bay.""",D,"Claiming that a property has the ""most beautiful"" view is the best example of puffery. The ad that mentions the light rail station includes a verifiable claim, while the ad for the renovated home is fraudulent. The ad for the property next to the cemetery is accurate even though it's in poor taste."
examreview_104095564,97,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Listings for sale or lease involving ______ to ______unit residential and commercial properties require agency disclosure in California.,One; 10,One; 40,One; five,One; four,D,Agency disclosure is required for listings for sale or lease involving one to four unit residential properties and non-residential (commercial) properties.
examreview_104095564,98,Property Valuation and Financial Analysis,Value,What service does a lender order to determine a home's actual value?,Appraisal by an appraiser,Assessment by the seller's agent,Estimate by a broker,Quote by a property insurer,A,An appraisal by an unbiased appraiser will give her an estimate of the true (or fair market) value of what the home is worth.
examreview_104095564,99,Contracts,General,"A buyer made a partial earnest money deposit. The seller accepted the lesser deposit, and the sale was ultimately finalized. What is this an example of?",Accepting partial performance,Rescinding the contract unilaterally,Suing for damages,Suing for specific performance,A,"In this example, the seller accepted partial performance as a means of remedying the breach of contract."
examreview_104095564,100,Contracts,Offers/Purchase Contracts,"Shannon doesn't understand why her agent wants her to add a contingency to her purchase offer. Her agent, Scott, explains that the property is in a transitional neighborhood, and it might be overpriced. What type of contingency is Scott recommending?",Appraisal,Financing,Home sale,Inspection,A,An appraisal contingency gives the buyer the opportunity to renegotiate the price if the appraisal comes in less than the agreed-upon purchase price. This is an important contingency in an area where values are shifting.
examreview_104095564,101,Contracts,Purchase/Lease Options,What type of contract is an offer to purchase a specific piece of real estate that does not obligate the offeror to buy it?,A buyer agency contract,A listing contract,An option contract,A sales contract,C,"An option contract is an offer, but not an obligation, to buy a piece of real estate."
examreview_104095564,102,Contracts,Purchase/Lease Options,Grant owns a property that's subject to an option contract. Grant is the ______.,Optee,Opter,Optionee,Optionor,D,The property seller in an option contract is known as the optionor.
examreview_104095564,103,Contracts,General,"In a purchase offer, is earnest money required in order to have a binding contract?","No, because earnest money isn't part of a sales contract.","No, because the buyer's consideration is the promise to buy.","Yes, because it opens escrow.","Yes, because it's the buyer's consideration.",B,"Earnest money isn't required in order to have a binding sales contract (although it's usually required by the seller!). If no earnest money is provided, the prospective buyer's only consideration is the promise to pay the purchase price."
examreview_104095564,104,Transfer of Property,Deeds,Which document is used to establish proof of ownership?,Abstract of title,Chain of title,Deed,Title insurance,C,The deed is used to establish proof of ownership and to as an instrument to transfer the title. Deeds should be recorded to protect the buyer from future claims of ownership.
examreview_104095564,105,Laws of Agency and Fiduciary Duties,"Law, Definition and Nature of Agency Relationships, Types of Agencies, and Agents",Which of the following describes a universal agent?,Buyer's agent,Conservator,Escrow officer,Listing agent,B,"A universal agent has broad authority to act on behalf of the principal, such as a person with a power of attorney or a conservator. A special or specific agent has limited scope of authority."
examreview_104095564,106,Transfer of Property,Escrow,"At the start of the escrow process, the escrow agent delivers the ______ from the title insurance company to the buyer for review.",Deed,Escrow instructions,Preliminary report,Title insurance policy,C,"The preliminary report from the title insurer identifies the property, the recorded owner, and any recorded encumbrances. It's the basis for the title insurance the buyer requests."
examreview_104095564,107,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Which of these transactions in California is exempt from agency disclosure requirements?,10-year lease of a commercial unit,Sale of a 10-unit residential building,Sale of a single-family home,Two-year lease of a residential unit,B,"Agency disclosure is not required for transactions involving residential properties with five or more units, as these are exempt from this disclosure requirement."
examreview_104095564,108,Contracts,General,"If a party to a contract lacks legal capacity but enters into a contract anyway, which party may void the contract?",Both parties,The broker,The party lacking legal capacity,The party possessing legal capacity,C,"If the party doesn't have legal capacity and enters into a contract anyway, the contract is voidable by the party lacking legal capacity. So an adult can't hold a minor to a contract; however, the minor can hold the adult to the contract."
examreview_104095564,109,Contracts,General,What's the best definition of legal purpose?,Attorney consideration,Mentally capable of entering into a contract,Written for a lawful objective,Written for an illegal purpose,C,Legal purpose means that contracts must be written for a lawful objective. A contract for an illegal purpose is void.
examreview_104095564,110,Transfer of Property,Deeds,"When you're working with clients in California, how will you explain the grant deed to them?","It includes implied warranties from the grantor, and is commonly used in California.","It includes six express covenants from the grantor, but is rarely used in California.","It's used in transactions where no consideration or consideration of ""love and affection"" is given in exchange for the property.",It's used to convey title when the property is used as security for a loan.,A,The grant deed is used to convey title in most transactions in California. It includes an implied warranty that the property is free from encumbrances.
examreview_104095564,111,Contracts,Promissory Notes/Securities,Which of the following features is shared by the mortgage and the deed of trust?,"In the case of foreclosure, the borrower has a statutory right of redemption.",Non-judicial foreclosure is standard.,The borrower is required to maintain the property and pay property taxes and insurance.,"There are three parties involved: a lender, a borrower, and a party who holds title to the property.",C,"Regardless of the security instrument used, it's the borrower's responsibility to maintain the property during the term of the loan."
examreview_104095564,112,Transfer of Property,Special Processes,A lender asked a trustee to begin foreclosure proceedings as permitted by the power-of-sale clause in the security instrument. What type of foreclosure process is being used?,Accelerated foreclosure,Deed in lieu of foreclosure,Judicial foreclosure,Non-judicial foreclosure,D,Non-judicial foreclosures do not require court involvement.
examreview_104095564,113,Laws of Agency and Fiduciary Duties,Responsibilities of Agent to Seller/Buyer as Principal,To whom does a licensee owe the duty of disclosure of material facts?,All parties to a transaction,"The buyer, if a client","The seller, if a client","The seller or buyer, if they are customers",A,"Disclosure of material facts is required for all parties, whether they're represented or not."
examreview_104095564,114,Contracts,Promissory Notes/Securities,Which mortgage clause requires the lender to discharge the mortgage lien once the borrower has paid in full?,Acceleration,Alienation,Defeasance,Due-on-sale,C,The defeasance clause means that the lender is prevented from trying to pursue additional payment because the loan has been paid in full.
examreview_104095564,115,Property Valuation and Financial Analysis,Methods of Estimating Value,"When appraising a property, what type of property would be best suited to the cost approach?",Condominiums,Cooperatives,Historical properties,Older but not historical properties,C,"While depreciation is difficult to appraise, the uniqueness of a historical property is likely to carry more weight than the difficulty of adjusting for depreciation."
examreview_104095564,116,Property Valuation and Financial Analysis,Methods of Estimating Value,Marcy's offer on a home was accepted! Which party will be contacting her about arranging an appraisal?,The closing attorney,The lender,The seller's agent,The title insurance representative,B,Lenders order appraisals before agreeing to underwrite a loan. A lender won't finance the purchase of a property used for collateral unless the underlying value meets the lender's underwriting standards.
examreview_104095564,117,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Sue believes she's about to get into an undisclosed dual agency position. What should she do?,Inform all parties to the transaction,Inform the seller,Say nothing,Terminate her agency relationship,A,"This is important to know! Licensees must avoid getting into an undisclosed dual agency position, and should inform the parties immediately if it appears that dual agency is about to occur."
examreview_104095564,118,Contracts,General,"Bill and Mindy, who are neighbors, get into a disagreement about late-night noise. The two come to an agreement: Bill promises to stop having loud parties and Mindy promises to keep her dogs inside after 10 p.m. Their promises represent the ______ in their agreement.",Consideration,Flaw,Legal competency,Undue influence,A,"Consideration is the giving of something of value in exchange for something of value. This isn't always monetary value, as this exchange of promises demonstrates."
examreview_104095564,119,Property Valuation and Financial Analysis,Value,Which economic principle is related to supply and demand?,Competition,Conformity,Contribution,Substitution,A,"Competition impacts value because the more similar properties that are on the market, the lower the price will be driven. Competition is related to supply and demand."
examreview_104095564,120,Property Valuation and Financial Analysis,Methods of Estimating Value,What's the capitalization formula used in the income approach?,Value = cap rate - income,Value = income × cap rate,Value = income + cap rate,Value = net operating income ÷ cap rate,D,"The basic capitalization formula used in the income approach has three parts: value, capitalization (cap) rate, and net operating income. The formula is value = net operating income ÷ cap rate."
examreview_104095564,121,Contracts,General,"When offer and acceptance has occurred, both parties enter into ______.",A contingency,A mutual agreement,Consideration,Understanding,B,"If an offer and acceptance has been made, it means the parties have entered into a mutual agreement."
examreview_104095564,122,Laws of Agency and Fiduciary Duties,Termination of Agency,Which one of the following actions would result in the legal termination of an agency agreement?,The client wants the seller to make improvements to the property.,The client wants to attach an addendum to the sales contract.,There's an unexpected death in the agent's family.,The term specified in the agency agreement expired.,D,"If the specified term in the agency agreement expires, the agency agreement would be terminated."
examreview_104095564,123,Property Valuation and Financial Analysis,Value,Which of these principles of value is related to how a change to a portion of a property impacts the value as a whole?,Contribution,Impact on value,Plottage,Progression,A,"The principle of contribution says that a change to a portion of a property impacts the overall value. For example, adding a swimming pool could add to the value for some buyers and detract from the value for others."
examreview_104095564,124,Contracts,Listing Agreements,What is an open listing agreement?,"One in which anyone can find the buyer, but the listing agent still gets paid",One in which only the person who finds the buyer gets paid,One in which the price is negotiable within a specified range,One in which there's no end date,B,"In an open listing agreement, only the licensee who locates the buyer will be paid. If the seller locates the buyer, no compensation is owed."
examreview_104095564,125,Property Valuation and Financial Analysis,Value,Which of the following is the cost of replacing a building in the case of total loss?,Insured value,Investment value,Market value,Value in use,A,Insured value should be the cost of replacement in the event the property's destroyed.
examreview_104095564,126,Laws of Agency and Fiduciary Duties,Termination of Agency,"When the listing agreement's purpose has been fulfilled, what happens to the agency agreement?",Agency continues for future transactions.,Agency continues until the agreement's expiration date.,The agency agreement terminates by completion.,The agent can renounce the listing agreement to terminate it.,C,"Agency terminates when the goal of the agreement is completed. The duty of accounting remains until finished, and the duty of confidentiality remains forever."
examreview_104095564,127,Property Valuation and Financial Analysis,Value,Which of these is what a buyer has paid for a property and what the seller has accepted?,Appraisal,Cost,Price,Value,C,"Price is the actual amount that a buyer pays for a property. It may be the same as the market value, or it may not."
examreview_104095564,128,Property Valuation and Financial Analysis,Financial Analysis,"What ""quick and dirty"" investment formula seeks to achieve a percentage of gross monthly rental income as compared to purchase price?",2%,5%,50%,70%,A,There is a formula called the 2% formula that states that the gross monthly rental income should be at least 2% of the purchase price.
examreview_104095564,129,Financing,General Concepts,Which of the following describes amortization?,A decrease in a property's value,An increase in a property's value,Paying interest on a loan,Paying off a loan over time,D,Amortization is the paying off of a loan over time.
examreview_104095564,130,Financing,Sources of Financing,In which market do lenders that originate real estate loans operate?,Government market,Primary mortgage market,Real estate investment trust market,Secondary mortgage market,B,The primary mortgage market is where loans are made to consumers before they're bundled and sold on the secondary market.
examreview_104095564,131,Financing,Types of Loans,Which of these is a type of gap financing that's used temporarily until the consumer can obtain permanent financing?,Balloon payment,Blanket mortgage,Bridge loan,Wrap-around mortgage,C,A bridge loan is a temporary (usually 90-day) loan that provides funds in addition to an existing loan until permanent financing can be obtained. It's often used by buyers who've not yet sold their prior property.
examreview_104095564,132,Financing,Sources of Financing,Which of the following entities generally acts in the secondary market?,Credit unions,Fannie Mae,Insurance companies,Local banks,B,"Traditional secondary market players are national institutions, such as Fannie Mae, Freddie Mac, Ginnie Mae, and the Federal Home Loan Bank."
examreview_104095564,133,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,Which type of antitrust violation occurs when providing one service is made dependent on the customer or client obtaining another recommended service?,Group boycotting,Market allocation,Price fixing,Tie-in arrangement,D,Tie-in arrangements are antitrust violations that involve predicating one service on the consumer purchasing another from a recommended company. These arrangements severely limit choices for consumers.
examreview_104095564,134,"Practice of Real Estate and Disclosures, Including Specialty Areas",Technology,What is the MLS?,A database of real estate information,A list of buyers and their contact information,A server that records incoming data in a mirror image,Photo editing software for real estate licensees,A,"The MLS is a shared database of real estate information, including properties for sale and recent sales, as well as pending, expired, and withdrawn listings."
examreview_104095564,135,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,"Which amendment to CERCLA says that ""innocent landowners"" aren't responsible for the cleanup of hazardous contamination?",Environmental Responsibility Amendment,Hazardous Contamination Amendment,Superfunds Amendments and Reauthorization Act,The Fair Housing Act,C,"The Superfund Amendments and Reauthorization Act, or SARA, says that innocent landowners aren't responsible for cleanup of hazardous contamination."
examreview_104095564,136,"Practice of Real Estate and Disclosures, Including Specialty Areas",Record Keeping Requirements,The purpose of ______ is to balance the trust account and ensure that all funds deposited or disbursed are properly recorded.,Bank statement review,Escrow closing,General accounting principle,Trust fund reconciliation,D,"This statement describes trust fund reconciliation, which should be performed at least monthly."
examreview_104095564,137,"Practice of Real Estate and Disclosures, Including Specialty Areas",Servicing Diverse Populations,What organization's mission is to promote democracy in housing?,Asian Real Estate Association of America (AREAA),Minority Real Estate Professionals of America (MREPA),National Association of Hispanic Real Estate Professionals (NAHREP),National Association of Real Estate Brokers (NAREB),D,"NAREB has a mission of ""promoting democracy in housing."""
examreview_104095564,138,Property Valuation and Financial Analysis,Value,"Althea is starting her own candle business. Her plan is to rent a space to sell her products for several years, with the hope of expanding. In this scenario, which item represents supply?",Commercial building for sale,Commercial space for lease,Single-family house for rent,Single-family house for sale,B,"Business owners are looking for commercial spaces. In this scenario, the space available for lease represents the supply Althea will consider."
examreview_104095564,139,Property Valuation and Financial Analysis,Methods of Estimating Value,What do appraisers use in addition to depreciation to determine the indicated value when using the cost approach?,Comparisons to similar properties,Market data,Potential income generation,Reproduction cost,D,"The cost approach determines the indicated value by estimating the reproduction cost of the new improvement and subtracting the amount of depreciation. Then, the appraiser adds an estimate of the site value as if it were vacant and available to be developed to its highest and best use."
examreview_104095564,140,Property Valuation and Financial Analysis,Financial Analysis,What is before-tax cash flow?,Cash flow after property taxes are considered.,Cash flow before property taxes are considered.,Cash flow before taking income taxes into account.,Cash flow taking income taxes into account.,C,"The taxes in question are income taxes, and not property taxes. Before-tax cash flow is income without considering taxes."
examreview_104095564,141,Laws of Agency and Fiduciary Duties,Disclosure of Acting as Principal or Other Interest,Which of the following is a true statement about buying one's own listing?,"Even when it's legal, some brokerages won't allow their agents to do it.","If full disclosure is provided to the seller, it is fine to do.",It is always illegal.,It's a great way to make money in real estate.,A,"Full disclosure and brokerage permission are required. Even so, licensees should proceed carefully to avoid a charge of misrepresentation."
examreview_104095564,142,Property Valuation and Financial Analysis,Value,"If there is some kind of defect on a property's title, what effect does this level of transferability have on the property's value?",The value falls.,The value remains unchanged.,The value rises.,Transferability has no effect on value.,A,"If a property can't be easily transferred, its value falls."
examreview_104095564,143,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Which of the following lease agreements should be accompanied by an agency disclosure?,15-month lease,Nine-month lease,Six-month lease,Three-month lease,A,Agency disclosure is required for leases exceeding one year.
examreview_104095564,144,Laws of Agency and Fiduciary Duties,"Law, Definition and Nature of Agency Relationships, Types of Agencies, and Agents",Rhonda is an unrepresented buyer who's purchasing Tony's townhome. Gary represents Tony in the sale of his property. What's Rhonda's relationship to Gary?,A client and fiduciary,A customer,A customer and client,A fiduciary,B,Rhonda is Gary's customer. She's not his client because no agency relationship exists between them.
examreview_104095564,145,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Which of the following situations would require agency disclosure?,A prospective buyer asks a licensee whether appliances are ENERGY STAR®,A prospective buyer asks a listing agent the price of the property,A prospective buyer asks an agent their license status,A prospective buyer asks an agent why the sellers are moving,D,This goes to motivation and is in the realm of confidential information; it requires agency disclosure.
examreview_104095564,146,Laws of Agency and Fiduciary Duties,Termination of Agency,"A seller decides to terminate her listing agreement and rent the property out instead of selling it after it's been on the market for several months with no offers. Assuming that her listing agent has fulfilled all of his responsibilities under the contract, can the seller terminate the contract before its expiration date?",Only if the seller and the listing agent mutually agree to terminate the agreement.,Only if the seller succeeds in converting it to a rental.,"Yes, because the seller has not received any offers on the listing.","Yes, because the seller is entitled to terminate the agreement at any time.",A,"Since the listing agent hasn't done anything to breach the contract, the seller's only options are to let the listing agreement expire or try to reach mutual agreement with the listing agent to terminate the agreement without penalty."
examreview_104095564,147,Laws of Agency and Fiduciary Duties,Termination of Agency,Which of the following statements best describes a listing that terminates by performance?,"Evan performed all required fiduciary duties and tasks in listing Von's house, even though it didn't sell before the listing expired.","Greg listed a property that failed to sell during the term of the listing agreement. Aside from that, he performed all the tasks promised to the seller.",Marty listed Todd's condo. With Marty's efforts they got almost to closing only to have the buyer's financing fall through.,"Roberto listed a property for Terrence. After two failed offers, the property made it to a successful closing.",D,"No matter how well a licensee performs his tasks, a listing agreement is terminated by completion /performance only if it successfully closes."
examreview_104095564,148,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Under what circumstances would undisclosed dual agency be most likely to occur?,When meeting a buyer at an open house,When meeting a seller at an open house,When representing a seller and assisting an unrepresented buyer,When representing the buyer and assisting a seller who is represented by another broker,C,"Because an agency agreement is already in place with the seller (the listing agreement), assisting the buyer too much can lead to undisclosed dual agency."
examreview_104095564,149,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Bradley provided his clients with a dual agency disclosure. He obtained his clients' signatures and provided copies to his clients. What step did he miss?,He did not make sure his clients understood the form before signing it.,He did not offer to also mail his clients a certified copy.,He did not receive his broker's permission.,"No steps; if he obtained signatures, he has done his job.",A,"Actually, obtaining signatures is not enough. Licensees must first make certain that clients understand what they are giving up in a dual agency situation before they sign the form."
examreview_104095564,150,Property Valuation and Financial Analysis,Value,What guidelines must an appraiser follow?,NAR Code of Ethics,National Association of Appraisers (NAA) bylaws,Real estate license law,Uniform Standards of Professional Appraisal Practice (USPAP),D,The Uniform Standards of Professional Appraisal Practice provides standards for appraisers to follow.
