exam_name,question_number,topic,subtopic,question_text,A,B,C,D,correct_label,explanation
examreview_103602303,75,Contracts,General,Which of the following elements is always required for a real estate contract to be valid?,Attorney review,Consideration,Earnest money,Profit,B,"For a contract to be legally binding, an offer and an acceptance must be supported by consideration, which is defined as something of value offered by both parties. Earnest money is one type of consideration, but earnest money isn't required for a contract to be valid."
examreview_103602303,76,Property Ownership and Land Use Controls and Regulations,Public Controls,"Your client, William, wants to run a tax office out of his home. He lives in an area that is not zoned for that purpose. What must William obtain to operate his tax office legally?",A home business waiver,A petition from his neighbors,A special use permit,A variance,C,"To operate his tax office legally, William must obtain a special use permit."
examreview_103602303,77,Financing,Types of Loans,"With a straight mortgage, what type of payments are made up until the end of the loan term?",Insurance,Interest,Points,Principal,B,"A straight mortgage is one where interest-only payments are made until the end of the loan term, when the full principal becomes due."
examreview_103602303,78,Property Valuation and Financial Analysis,Methods of Estimating Value,"Which approach to value measures the cost to produce a property, including land acquisition and construction costs?",Cost approach,Income approach,Indirect approach,Sales comparison approach,A,"The cost approach to finding appraised value measures value as a cost of production, including acquisition of the land and the construction costs."
examreview_103602303,79,Contracts,General,"Seller Gina feels awful that Martha, who was going to buy her property, lost her job. Gina decides to ______ Martha from the purchase contract.",Assign,Reform,Release,Rescind,C,"With a release, one party to a contract can agree (in writing) to not hold the other party responsible for the contract terms and obligations."
examreview_103602303,80,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,Which of these statements best represents what happens after a federal fair housing complaint is made?,A fair housing specialist will review the complaint.,"An official housing discrimination complaint will be filed, and a fair housing specialist will be assigned to the case.",FHEO will contact the alleged perpetrator to gather information.,HUD will review the complaint to determine if it's valid.,A,"After an initial complaint is made, a fair housing specialist will review it to determine if a violation has occurred. If there's a potential violation, the specialist will help the consumer file an official complaint."
examreview_103602303,81,Contracts,General,"Mary agreed to buy her mother's house when her mother planned to move to a senior living community. Mary had a lease, but when she had to move because of work, she signed her rights in the contract over to her sister, Tina. What's happening in this scenario?",Assignment,Breach,Novation,Performance,A,"Assignment of a contract is the substitution of one party for another, with the original party still being obligated under the terms of the contract."
examreview_103602303,82,Contracts,Listing Agreements,"Marty, a licensee, has a listing agreement with Becca, the seller. Whenever anyone tries to show Becca's property, Becca says it's not convenient. What is true about this situation?",Becca is in violation of the listing agreement.,"Becca is within her rights, but isn't being very fair to Marty.",Marty must terminate the listing agreement.,Marty will have to procure the buyer.,A,The seller and the broker agree to exercise reasonable effort and cooperation in the sale of the property.
examreview_103602303,83,"Practice of Real Estate and Disclosures, Including Specialty Areas",Record Keeping Requirements,Which type of accounting record shows a chronological record of all the deposits to and disbursements from the trust account?,Broker's ledger,Cash journal,Time ledger,Trust account journal,D,Trust account record keeping involves three main types of records. The trust account journal is a chronological record of all activity in the trust account.
examreview_103602303,84,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,"Leslie is a listing agent for a well-maintained two-story home that her client, Jerry, is selling. She has performed her visual inspection of the property, noted a few small issues, and made sure that Jerry understands his obligations for disclosure. What else does Leslie need to do to complete her responsibilities for disclosure?",Ask Jerry to repair the issues that she found,Ask Jerry to verbally disclose material defects to potential buyers,"Show the issues that she noted to a home inspector, if the buyer uses one",Use the proper disclosure forms,D,"The disclosure process requires that appropriate forms be used, as described in California Code Sections 1102 and 2079."
examreview_103602303,85,Contracts,Promissory Notes/Securities,Which of the following is a mortgagor's responsibility?,Assign the mortgage.,Charge late payment penalties.,Foreclose on the property if in default.,Keep the property in good repair.,D,The mortgagor (borrower) is required to keep the property in good repair.
examreview_103602303,86,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,Which of the following scenarios is considered a violation of FTC advertising rules?,"Marcy just listed the Brown property with the following description: ""2,000 square feet of living space for a total of 2,800, including two outbuildings and an unfinished garage.""","Sarah has just started her career as a solo agent and decides to try a new marketing campaign slogan: ""Come let our team of hard-working agents find you the home of your dreams!""",Shelia just closed on the Martin property yesterday. She's taken down all the signs and online listings for it.,Vickey posted an MLS listing for the Kennedy property without her principal broker's approval.,B,"While it may seem innocent enough, claiming to be a part of a team when you aren't is misleading and deceptive advertising."
examreview_103602303,87,"Practice of Real Estate and Disclosures, Including Specialty Areas",Trust Account Management,What are the requirements for trust funds?,"They may be placed in a neutral escrow account or a firm's general account that is interest bearing, with the interest paid to the client.",They must be placed in a trust fund bank account or a neutral escrow account.,They must be placed in either a neutral escrow account or a firm's general business account.,They must be placed in either a trust fund bank account or a firm's general business account.,B,"If not placed in a trust fund bank account, trust funds must be placed in a neutral escrow account."
examreview_103602303,88,Transfer of Property,Escrow,Whose responsibility is it to determine escrow instructions in California?,The buyer and seller,The escrow agent,The real estate agent for the buyer,The real estate agent for the seller,A,"Ultimately, it is the responsibility of the buyer and seller. The agents representing the parties are responsible for ensuring their clients' instructions are delivered to the escrow agent."
examreview_103602303,89,Property Valuation and Financial Analysis,Methods of Estimating Value,Which of the following properties is exempt from the FIRREA federal appraisal guidelines?,"A refinance of a property valued at $375,000","A refinance of a property valued at $475,000","The purchase of a property valued at $455,000","The purchase of a property valued at $475,000",A,"Federal guidelines apply to financing, refinancing, and the use of real property as security for a loan when the property is valued above $400,000. If the property's value is $400,000 or less, it is exempt from federal appraisal requirements."
examreview_103602303,90,Property Ownership and Land Use Controls and Regulations,Government Rights in Land,"Angie, a California homeowner, neglected to pay her property tax bill on time. Which of these statements is NOT true?","If she doesn't pay the debt in full, the county will place a lien on her property.",She'll be required to pay a redemption fee to completely satisfy the debt.,She now owes the amount of the tax bill plus additional penalties until she settles the debt.,The county may foreclose on her property within 180 days of the delinquency.,D,"Angie's late payment will cost her an additional monthly penalty and a redemption fee. If she doesn't pay, a lien will be attached to her property. The taxing authority can't foreclose on her property for five years after the initial delinquency."
examreview_103602303,91,"Practice of Real Estate and Disclosures, Including Specialty Areas",Specialty Areas,Which real estate career requires the ability to advise clients using your extensive real estate expertise and ability to evaluate the potential of a given property?,Real estate attorney,Real estate counselor,Real estate educator,Real estate investor,B,The real estate counselor advises clients so that they can make the best possible decisions regarding a real estate purchase.
examreview_103602303,92,Laws of Agency and Fiduciary Duties,Disclosure of Agency,What happens if a consumer who refused to sign an agency disclosure later decides to use that same licensee as their agent?,An amendment noting the change in agency status must be signed,A new agency disclosure must be signed,"Nothing, as long as the consumer was presented with the form the first time",The old agency disclosure must be discarded,B,"When agency relationships change, a new agency disclosure must be signed."
examreview_103602303,93,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,"Two firms charge the same brokerage fees. For this to be price fixing, what must occur?",An agreement between competing firms to standardize brokerage compensation,An agreement between individual licensees in a single firm to fix brokerage compensation,An offer of a cooperating brokerage compensation,A public announcement of brokerage compensation charged,A,Agreement (or collusion) between two firms must exist for this to be an antitrust violation.
examreview_103602303,94,Property Ownership and Land Use Controls and Regulations,Types of Ownership,"Which type of subdivision is defined as a property owned jointly by all purchasers, who are tenants in common with all other owners?",Common interest subdivision,Standard subdivision,Subdivided lands project,Undivided interest subdivision,D,"An undivided interest subdivision, most often seen as campgrounds or RV parks, are owned jointly by all purchasers and have access to the property and shared facilities."
examreview_103602303,95,Property Ownership and Land Use Controls and Regulations,Encumbrances,A home inspector is walking the lot of the property they are inspecting with a survey in hand. Which of the following will they note as an encroachment on the inspection report?,A neighbor builds a deck on their property in full view of the subject property.,The apple tree on the adjacent property drops apples onto the subject property.,The city seized the neighboring property to be used in a street widening project.,"The neighbor installed a basketball hoop next to their driveway, six inches over the property line.",D,"An encroachment occurs when someone illegally places a structure or object on another person's property, like a basketball hoop."
examreview_103602303,96,Property Ownership and Land Use Controls and Regulations,Types of Ownership,"LaTonya's aunt left her a bungalow on the outskirts of the city. For many years, it was the place for family holiday gatherings, and LaTonya's sister was even married there. That's why her family is so upset to learn that she plans to sell the bungalow as soon as she gets it cleaned out. Which real property right allows her to sell the property?",Control,Disposition,Exclusion,Possession,B,"The right of disposition includes the right to determine how, when, and if the property is to be sold or transferred to another owner."
examreview_103602303,97,Laws of Agency and Fiduciary Duties,Disclosure of Agency,"Jeremy, a buyer, refused to sign Calli's agency disclosure form. Later, he decided to use Calli as his agent. How many disclosure forms must Calli retain in her files?",Four,One,Three,Two,D,"When a consumer refuses to sign, the agent must still sign and date the form and retain a copy for three years. If the consumer later signs a new form, that form must also be retained, and it supersedes the previous form."
examreview_103602303,98,Property Ownership and Land Use Controls and Regulations,Special Categories of Land,Which act requires an environmental impact report before a subdivision may be approved?,California Coastal Act,CEQA,Grassland Protection Act,The Alquist-Priolo Act,B,"The CEQA, or California Environmental Quality Act, requires an environmental impact report (EIR) before any subdivision approval may be given."
examreview_103602303,99,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Gregory is looking for an apartment to rent for six months. He's hired Franklin as his agent to help with this search. Is Franklin required to provide Gregory with an agency disclosure form?,"No, agency disclosure is only required for commercial transactions.","No, agency disclosure is only required for lease agreements exceeding one year in length.","No, agency disclosure is only required on sales of residential properties.","Yes, agency disclosure is required for lease transactions.",B,"When working with a tenant, agency disclosure is only required if the lease agreement will exceed one year."
examreview_103602303,100,Property Ownership and Land Use Controls and Regulations,Special Categories of Land,What is the danger of a seismic hazard area?,Cracks in the earth greater than 50 feet,Earthquake,Flooding from dam failure,Landslides or liquefaction,D,A seismic hazard area is designated as such because of the potential for landslides or liquefaction resulting from earthquake activity
examreview_103602303,101,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,Identify the action that is illegal under California's FEHA.,A lender refuses to make loans to someone with a recent bankruptcy.,A local city council decides to re-zone a neighborhood from residential to commercial to prevent a housing development aimed at families who receive housing assistance.,"Jessup, an apartment manager, refuses to permit waterbeds in any building units.",Sheila refuses to rent to tenants with poor credit history.,B,California law prohibits discrimination in housing practices including public and private land use practices such as zoning.
examreview_103602303,102,"Practice of Real Estate and Disclosures, Including Specialty Areas",Servicing Diverse Populations,"REALTOR® Arnold was instructed by his client Sebastian to find a buyer who would ""fit into the neighborhood."" What is Arnold's responsibility in this situation?","Arnold must comply with his client's instruction, regardless of his own feelings on the subject.",Arnold must conduct his usual advertising strategies and find covert methods for selecting buyers that meet his client's desired profile.,Arnold must explain to his client the responsibilities for fair treatment that they both have under fair housing laws.,Arnold must explain to Sebastian that he cannot continue to work as his agent under the circumstances.,C,"Arnold's responsibility is to comply with the law; if his client asks him to do anything illegal, he must not obey the instruction."
examreview_103602303,103,"Practice of Real Estate and Disclosures, Including Specialty Areas",General Ethics,A licensee filled in the blanks on a standard form used in their brokerage firm. Is this okay?,"No, because they are not an attorney, he shouldn't prepare contracts.","No, they should have his client complete any forms.","Yes, licensees can use standard forms provided by the brokerage or approved by an attorney.","Yes, real estate licensees may draft contracts and fill in blanks on existing contracts.",C,"Licensees can fill in the banks with approved language, using standard forms provided by their brokerage firm."
examreview_103602303,104,Transfer of Property,Escrow,"According to RESPA, what must the lender give to the borrower in the days immediately prior to settlement?",Closing Disclosure,Freddie Mac borrower disclosure,Loan Estimate,TIL Statement,A,The lender must give the borrower the Closing Disclosure three days prior to settlement.
examreview_103602303,105,Property Ownership and Land Use Controls and Regulations,Public Controls,Adams County implemented a curfew for youths because of late-night crime in public places. Which of the following gives Adams County the right to restrict the movements of its minor citizens?,Doctrine of laches,Municipal master plan,Police power,Power of escheat,C,"Even when it restricts citizens' freedom, government agencies may exercise police power if it's in the public's best interests."
examreview_103602303,106,Property Ownership and Land Use Controls and Regulations,Descriptions of Property,How large is a section used in the rectangular survey system?,640 acres,640 miles,640 square feet,One acre,A,"Sections are one square mile, or 640 acres."
examreview_103602303,107,Laws of Agency and Fiduciary Duties,Responsibilities of Agent to Non-Client Third Parties,"Nadine is a busy California licensee. She receives an offer for one of her listings, conveyed to her by a buyer's representative. What's true Nadine's obligation to others in this situation?","She must be loyal to her client, which means providing the buyer in this transaction with as little care and attention as possible.","She owes everyone she comes in contact with, whether they are part of a transaction or not, the duty of reasonable skill and care.",She owes her client the duty of reasonable skill and care and must treat the buyer with honesty and fairness.,"She owes her client the duty of utmost skill and care, and other principals in the transaction (such as the buyer making the offer on her listing) the duty of reasonable skill and care.",D,"California licensees owe their clients the duty of utmost skill and care, but they also owe the other principals in a transaction the duty of reasonable skill and care."
examreview_103602303,108,Property Valuation and Financial Analysis,Value,What is the term for an increase in property value caused by the joining of two neighboring parcels of land?,Anticipation,Contribution,Plottage,Progression,C,"Plottage is an increase in property value caused by the joining of two neighboring parcels of land. It's usually more than the sum total of its parts (where 1+1 = 3, 4, or even 10)."
examreview_103602303,109,Contracts,General,What is a true statement about express agreements?,Express agreements are implied.,Express agreements are invalid.,Express agreements may be written or verbal.,Express agreements must be lengthy.,C,Some states don't require an express agreement to be in writing to be binding unless the agreement is for the purchase of real property.
examreview_103602303,110,Property Valuation and Financial Analysis,Value,What guidelines must an appraiser follow?,NAR Code of Ethics,National Association of Appraisers (NAA) bylaws,Real estate license law,Uniform Standards of Professional Appraisal Practice (USPAP),D,The Uniform Standards of Professional Appraisal Practice provides standards for appraisers to follow.
examreview_103602303,111,Contracts,Agreements,Don and Becky realized too late that the contract they signed for the sale of their home didn't include any language about a rent-back if the home they're building isn't ready in time. What can their listing agent do?,Create a contract addendum with the required language.,Create a contract amendment with the required language.,Create a counter-offer to present to the buyers.,Terminate the contract on Becky and Don's behalf.,B,"Once a contract is signed, the document to use to alter the terms is a contract amendment."
examreview_103602303,112,Property Valuation and Financial Analysis,Value,What's the price at which a willing buyer and a willing seller would strike a deal given normal market conditions?,Insured value,Market value,Valuation,Value in use,B,"Both appraisers and real estate licensees use market value, although their approaches to determining market value may differ."
examreview_103602303,113,Laws of Agency and Fiduciary Duties,Disclosure of Agency,"Brenda, a consumer, meets Charlie, a licensee. Which of the following actions could Brenda take that would meet the definition of ""more than casual"" relating to agency disclosure?","Asking for a copy of a flyer for her brother, who is looking to buy",Asking for advice in negotiating with another party,Inquiring about the availability of a property,Inquiring about the price of a property,B,Asking for a licensee's advice would be a tip off that a relationship has become more than casual.
examreview_103602303,114,Contracts,General,Which of the following scenarios describes an example of unilateral rescission?,"A sales transaction falls through when Nora, the buyer, doesn't qualify for financing.","Bobby, the buyer, makes an offer on a house that doesn't meet the appraisal contingency. He cancels the sale.","Buyer Alice decides to join the Peace Corps. She and the seller mutually agree to cancel the sale, and the seller keeps Alice's earnest money.","Sally, the seller, sells her property to two different buyers. Both buyers sue Sally for specific performance.",B,A contract is rescinded when both parties agree to cancel the agreement and return both parties to their pre-contract position.
examreview_103602303,115,Property Valuation and Financial Analysis,Value,What type of value is of interest to taxing authorities?,Assessed value,Insured value,Investment value,Value in use,A,"Local taxing authorities are interested in assessed value, which is used to determine property taxes."
examreview_103602303,116,Property Valuation and Financial Analysis,Financial Analysis,What type of property cannot be depreciated?,Commercial,Investment,Office building,Personal residence,D,Depreciation is limited to investment properties. Owners can't depreciate a personal residence or vacation home.
examreview_103602303,117,Contracts,Listing Agreements,"Andy has decided to drop the price on his townhome. His listing agreement states the list price as $650,000. How can he account for the price drop?",Ask his agent to change it on the MLS,Complete a Modification of Terms form before changing it on the MLS,"He cannot change it, but may accept a lower offer","Once the listing term expires, he may relist it at the new price",B,The Modification of Terms form is used for any change to the listing agreement terms.
examreview_103602303,118,Contracts,Promissory Notes/Securities,"What type of provision is standard with either the mortgage or the deed of trust, but is included in the promissory note rather than the security instrument?",Acceleration,Alienation,Late charge,Power of sale,C,Late charges that will apply if the borrower doesn't pay on time are a standard part of the promissory note.
examreview_103602303,119,Property Valuation and Financial Analysis,Value,What is value?,A property's appraised value,A property's current value,A property's current worth,A property's original sales price,C,Value is what a property is worth.
examreview_103602303,120,Transfer of Property,Deeds,"Todd conveyed title to his out-of-state property to Brad using a general warranty deed. A few months later, Brad discovered that the legal description of the property on the deed was incorrect, and his property was only half the size he thought he'd purchased. He sued Todd based on Todd's promises of ______ in the deed.",Consideration and compensation,Habendum and fair dealing,Quiet enjoyment and further assurances,Seisin and right to convey,C,"The general warranty deed includes six promises from the grantor. The covenant of quiet enjoyment makes Todd liable for the title defect, and the covenant of further assurances means he'll take action to correct the defect."
examreview_103602303,121,Transfer of Property,Deeds,"A parent is considering a move to a foreign country and wants to deed her property to her 17-year-old son, who agrees to maintain it. Which of these must occur to make this transfer legal?",The parent must sign the deed and have her signature acknowledged.,The parent must wait until her son has reached the age of majority.,The son must agree to the transfer and sign the deed.,The son must provide monetary compensation to their parent.,A,"As the grantee, the son doesn't have to sign the deed, and he doesn't have to be legally competent or of legal age. The property can be conveyed only if some consideration is in place, but it doesn't have to have a monetary value (the son's agreement to maintain the property is the consideration in this case)."
examreview_103602303,122,Property Valuation and Financial Analysis,Methods of Estimating Value,"Appraiser Joel has been tasked with developing an opinion of value for an office building that his client may purchase. He'll base the value he arrives at primarily on the income approach, because it ______.",Allows the investor to determine any tax benefits to purchasing the property,Calculates the cost to reproduce the office building and adds it to the value of the site,Calculates the present value of any future benefits of owning the property,Uses the principle of substitution to arrive at a market value for the property,C,The income approach to appraising a property finds the present value of any future benefits of owning the property. It calculates the value using a capitalization rate derived from similar income-producing properties in the area.
examreview_103602303,123,Property Valuation and Financial Analysis,Methods of Estimating Value,What's the capitalization formula used in the income approach?,Value = cap rate - income,Value = income × cap rate,Value = income + cap rate,Value = net operating income ÷ cap rate,D,"The basic capitalization formula used in the income approach has three parts: value, capitalization (cap) rate, and net operating income. The formula is value = net operating income ÷ cap rate."
examreview_103602303,124,Property Valuation and Financial Analysis,Financial Analysis,What measure is used to determine a 10-unit apartment building's ability to produce future income?,Effective gross income,Gross income multiplier,Gross rent multiplier,Potential gross income,B,"Remember, rent has four letters. Gross rent multiplier is used for income-producing properties with four or fewer units. Properties with five or more units use gross income multiplier."
examreview_103602303,125,Transfer of Property,Title Insurance,"Anita is a new buyer. Luckily, ______ will help her before the sale and can reimburse her after the sale if a title issue arises.",Her buyer's agent,Her title insurance,Seller credits,Seller disclosures,B,"Title insurance protects the buyer from title defects covered by the policy. If a defect is found, and it's covered, the insurance policy will reimburse the buyer for losses, up to the amount specified in the policy."
examreview_103602303,126,Property Valuation and Financial Analysis,Value,What step of the real estate cycle generally follows a recession?,Expansion,Hyper-supply,Over-supply,Recovery,D,A recovery phase typically follows a recession.
examreview_103602303,127,Property Valuation and Financial Analysis,Methods of Estimating Value,On which principle of value is the sales comparison approach based?,Anticipation,Competition,Conformity,Substitution,D,The sales comparison approach is based on the principle of substitution. It compares similar properties to the subject property and makes adjustments to determine value based on the sales price of the comparables.
examreview_103602303,128,Property Valuation and Financial Analysis,Financial Analysis,For how long may a commercial income-producing property be depreciated?,27.5 years,39 years,Commercial properties cannot be depreciated.,Indefinitely,B,Depreciation for non-residential income-producing properties is 39 years.
examreview_103602303,129,Property Valuation and Financial Analysis,Methods of Estimating Value,Which type of analysis is a broad estimate of price in case the lender must take over the property and sell it to an investor or on the market?,Appraisal,Broker's price opinion,Comparative market analysis,Credit analysis,B,"This describes a BPO, which is not a detailed analysis but is a broad opinion of price."
examreview_103602303,130,Transfer of Property,Special Processes,Which term describes the newly formed land mass built up by the deposits of sediments on a property that belongs to the owner?,Alluvion,Avulsion,Erosion,Reliction,A,Alluvion is newly formed land mass built up from the process of accretion on a land owner's property that then belongs to that owner.
examreview_103602303,131,Property Valuation and Financial Analysis,Value,Which of these principles of value is related to how a change to a portion of a property impacts the value as a whole?,Contribution,Impact on value,Plottage,Progression,A,"The principle of contribution says that a change to a portion of a property impacts the overall value. For example, adding a swimming pool could add to the value for some buyers and detract from the value for others."
examreview_103602303,132,Transfer of Property,Escrow,"Which type of closing is conducted with a neutral third party holding the funds, and the buyer and seller may never meet?",Escrow closing,Face-to-face closing,Internet closing,No-show closing,A,"In an escrow closing, a neutral third party (escrow) holds the funds, and the buyer and seller may never meet. The escrow company is often, but not always, the title company that will provide title insurance to the buyer."
examreview_103602303,133,Property Valuation and Financial Analysis,Methods of Estimating Value,"When putting together a comparative market analysis, in what timeframe should comparable properties have been sold?",18 to 24 months ago,Between two and three years ago,In the last 12 to 18 months,No later than three to six months ago,D,Properties that sold no later than in the last three to six months are your best bet.
examreview_103602303,134,Laws of Agency and Fiduciary Duties,Termination of Agency,Many of an agent's fiduciary duties to the client end upon termination of an agency agreement. Which fiduciary duty never ends?,Confidentiality,Loyalty,Obedience,Reasonable skill and care,A,"Both the duties of accounting and confidentiality survive the termination of an agency agreement; however, the duty to account for all money and property ends once all money and property have been accounted for. The duty of confidentiality never ends."
examreview_103602303,135,Laws of Agency and Fiduciary Duties,Termination of Agency,"When the listing agreement's purpose has been fulfilled, what happens to the agency agreement?",Agency continues for future transactions.,Agency continues until the agreement's expiration date.,The agency agreement terminates by completion.,The agent can renounce the listing agreement to terminate it.,C,"Agency terminates when the goal of the agreement is completed. The duty of accounting remains until finished, and the duty of confidentiality remains forever."
examreview_103602303,136,Laws of Agency and Fiduciary Duties,"Law, Definition and Nature of Agency Relationships, Types of Agencies, and Agents","When a licensee has the responsibility to handle all details of one specific transaction, what type of real estate agency relationship usually exists?",Designated,General,Special,Universal,C,A special or limited agent has the responsibility of handling all details of one specific transaction. Listing agreements and buyer representation agreements are examples of special agency.
examreview_103602303,137,Laws of Agency and Fiduciary Duties,"Law, Definition and Nature of Agency Relationships, Types of Agencies, and Agents","You have an agency agreement with Sam to list his property for sale. Because of this, what is Sam's relationship to you?",Client,Confidante,Customer,Friend,A,"An agency agreement exists, which makes Sam your client."
examreview_103602303,138,"Practice of Real Estate and Disclosures, Including Specialty Areas",Trust Account Management,"Beverly's trust account has an overage, and she has no idea to whom the funds belong. What does the law permit Beverly to do with these funds?",Donate them to the state's Consumer Recovery Account.,Move them into a separate trust account that holds excess funds.,Set them aside to use for any future shortages in the trust account.,Transfer them to the brokerage's operating account.,B,These are still trust funds and must be handled as such. Brokers can either leave them in the trust account or move them into a separate account set up to hold excess funds. They must also keep a separate ledger for unexplained overages.
examreview_103602303,139,"Practice of Real Estate and Disclosures, Including Specialty Areas",Disclosure of Material Facts Affecting Property Value,"Frank's youngest daughter recently died of AIDS. He and his wife are selling the home where she lived her last few weeks, and where she died. Which of the following is true?",The death must be disclosed to potential buyers because it happened fewer than three years ago.,"The death must not be disclosed, even if asked directly, because it was caused by AIDS.","The death on the property must be disclosed, but the cause of death cannot be disclosed unless a buyer asks directly.","The death on the property should be disclosed, as should the cause of death, as this creates a stigmatized property. ",B,Death as a result of AIDS should not be disclosed because it is a condition that is protected under fair housing law.
examreview_103602303,140,"Practice of Real Estate and Disclosures, Including Specialty Areas",Fair Housing Laws,"Licensee Erika is excited about her new listing, a small cottage near her town's center within walking distance of shops, pubs, and restaurants. What's more, the HOA fees cover all grounds maintenance. The cottage is perfect for active retirees, and she says so in all her marketing materials. Although likely unintentional, Erika can be held accountable for illegal ______.",Blockbusting,Misrepresentation,Redlining,Steering,D,"Avoid unintentional steering in advertisements. Phrases like ""perfect for young families,"" ""ideal for retirees,"" and ""singles preferred"" can illegally convey the implication that the property is only suitable for one type of buyer."
examreview_103602303,141,Contracts,General,Neighbors enter into an agreement to not permit their real estate agents to show their homes to families with children. What is this contract missing?,A lawful objective,A mutual agreement,A purpose,Two parties,A,This agreement would be unenforceable because it's discriminatory and violates fair housing laws. It lacks a lawful objective and is therefore void.
examreview_103602303,142,Financing,Government Programs,"A seller accepted an offer and is in contract with a buyer using a VA loan. Then, they receive a call explaining the buyer would now like the sales price to be lowered, as they are at risk of losing the VA loan. What likely happened with the VA loan buyer?",The closing costs are excessive for the VA loan,"The lender has reviewed the buyer's credit score, which is low",The VA appraiser completed the CRV and it is less than the sale price,The VA requests that buyers always try to get a sale price that is 5% lower than the asking price,C,"A buyer request to lower the sale price when the property is already under contract likely means that the VA appraiser has valued the home lower than the sale price, which puts the VA loan in jeopardy."
examreview_103602303,143,"Practice of Real Estate and Disclosures, Including Specialty Areas",Truth in Advertising,"At an association meeting, a group discusses ways to deal with a new firm that charges a flat $500 to list properties. Why should a licensee refuse to take part in this discussion?",The group seems bent on creating a tie-in arrangement.,The licensee needs to develop the model without help.,This conversation seems to be turning into a discussion of market allocation.,This conversation sounds like it might become an antitrust violation.,D,"This conversation sounds like it could lead to group boycotting, an antitrust violation."
examreview_103602303,144,"Practice of Real Estate and Disclosures, Including Specialty Areas",Specialty Areas,"Licensee Doreen wants to use a fictitious name, The Best Nest Realty, in her marketing materials. Which of the following may be left out of the advertising?",Doreen's business address,Doreen's license number,Doreen's own name,Her responsible broker's identity prominently featured in all materials,A,"When salespersons use a fictitious business name in their advertising and solicitation materials, they must include: the responsible broker's identity in a manner that's equally as prominent as the fictitious business name and their own name and license number."
examreview_103602303,145,"Practice of Real Estate and Disclosures, Including Specialty Areas",Trust Account Management,Derrick had two checks returned for insufficient funds. How does he record these?,He doesn't record them because they're not complete transactions.,Record them on the Bank Account Record (RE 4522) and the Separate Record for Each Beneficiaries or Transaction for Client's Funds Placed in Trust Fund Bank Account (RE 4523).,Record them on the Bank Account Record (RE 4522) with all the Separate Record for Each Beneficiary.,Record them on the Transaction for Client's Funds Placed in Trust Fund Bank Account (RE 4523). ,B,Checks that have been returned as non-sufficient funds (NSF) are recorded on the Bank Account Record (RE 4522) and the Separate Record for Each Beneficiaries or Transaction for Client's Funds Placed in Trust Fund Bank Account (RE 4523).
examreview_103602303,146,"Practice of Real Estate and Disclosures, Including Specialty Areas",Agency Supervision,"Regarding licensee teams, what does California law require?",A completely fictitious name,A separate license for the team,The name and license number of at least one of the licensed team members in all team ads,"The words ""broker"" or ""brokerage"" as part of the team name",C,"Advertising and solicitation materials that contain a team name, including print or electronic media and ""for sale"" signage, must include and display in a conspicuous and prominent manner, the team name and the name and license number of at least one of the licensed members of the team."
examreview_103602303,147,Financing,Government Programs,"Conrad has purchased a home in California and, as a veteran, he's been able to take advantage of the CalVet home loan program. How does this loan program work?",CalVet grants 50% of the purchase amount to the buyer and assists with locating a lender to finance the balance.,CalVet guarantees mortgage loans provided by approved lenders for approved property purchased by eligible veterans.,CalVet holds the legal title to the property until the loan is paid off.,"CalVet offers loan products with reduced interest rates through approved, private lenders.",C,"With a CalVet loan, CalVet holds legal title to the purchased property. The veteran holds equitable title to the property until the loan is paid off."
examreview_103602303,148,"Practice of Real Estate and Disclosures, Including Specialty Areas",Record Keeping Requirements,Which of the following transactions/activities is matched to its proper document?,Depositing trust funds: Real estate purchase agreement and receipt for earnest money deposit signed by the buyer,Receiving earnest money deposits from buyers: Copies of bank deposit slips and receipts from the bank,Receiving rents and security deposits from tenants: Receipt from the title/escrow company and copy of the checks,"Returning buyer's earnest money check: Copy of buyer's check signed and dated by buyer, signifying buyer's receipt of check",D,"When you return a buyer's earnest money check, make a copy of the check and have the buyer sign and date it to signify that they buyer has received the check."
examreview_103602303,149,Property Ownership and Land Use Controls and Regulations,Public Controls,"Back in the 1930s, the house at 102 Barbour Street was the only one in sight. Since then, however, the town has grown considerably and the once-residential Barbour Street is an industrial zone, with the residence at 102 Barbour Street in the middle of it all. What type of zoning does the residence demonstrate?",Conforming zoning,Non-conforming zoning,Planned unit development,Spot zoning,B,Non-conforming use is available to a property where its current use is no longer permitted due to a subsequent zoning change.
examreview_103602303,150,Financing,Types of Loans,A loan that's offered based on a homeowner's equity in which funds are drawn over time and the bank gains corresponding property ownership is called a ______.,Home equity line of credit,Home equity loan,Renewed annual mortgage,Reverse annuity mortgage,D,"This is a reverse annuity mortgage, or RAM."
