exam_name,question_number,topic,subtopic,question_text,A,B,C,D,correct_label,explanation
examreview_103641172,85,Contracts,Listing Agreements,"James, a seller, signed a listing agreement that allowed him to contract with multiple agents but only pay compensation to the agent who located a buyer. This type of listing agreement is called ______.",Exclusive agency,Exclusive right to sell,Open,Seller's choice,C,"Think of an open listing agreement as a free-for-all. Only the licensee who locates the buyer will be paid. If the seller locates the buyer, no compensation is owed."
examreview_103641172,86,Property Ownership and Land Use Controls and Regulations,Public Controls,"April was able to establish a day care in a residential neighborhood, where the zoning wouldn't normally be permitted. This required permission from the planning commission and ______.",A special use permit,A tax referendum,A variance,A zoning ordinance,A,A variance is a permitted deviation; a special use permit is a specially permitted use.
examreview_103641172,87,Contracts,Advance Fee,What is an advance fee agreement?,A clause in a listing agreement that stipulates the amount of commission the broker is owed if the property sells.,A fee the agent charges a client for services the agent expects to provide but haven't yet been provided.,"The clause in a purchase agreement that describes money held in escrow, such as the buyer's earnest money.",The fee paid to the escrow officer who conducts the closing.,B,"An advance fee is a fee the agent charges the client for services that haven't yet been provided. DRE allows these fees, but only if it has reviewed and approved them first."
examreview_103641172,88,Property Ownership and Land Use Controls and Regulations,Descriptions of Property,"In the rectangular survey system, what is a base line?",An east-west line used as a reference point,A north-south line used as a reference point,The center-most section identified,The center-most township identified,A,"Base lines run east-west, and principal meridians run north-south. Both are used in the rectangular survey system."
examreview_103641172,89,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,Why is asbestos considered hazardous?,It can cause serious lung disease and cancer.,It causes a skin rash.,It causes dementia if levels of exposure are high.,It causes premature birth.,A,Asbestos is a hazard because the airborne fibers can cause asbestosis-a lung disease-as well as cancer.
examreview_103641172,90,Contracts,Buyer Broker Agreements,Imagine you're preparing an exclusive buyer representation agreement with a client and need to explain the options available for agency relationship. Which of these is accurate?,"Because our brokerage lists properties as well as assists buyers, dual agency is required.","If we find a property you like that is listed by my broker, I may need to act as a dual agent.","Under an exclusive agency agreement, I will never represent anyone but you.","With the exclusive agency agreement, you are my exclusive client, but I may not be your exclusive broker.",B,"Always give the buyer the option of not permitting dual agency, but let the buyer know that this will mean you cannot show the client properties listed by your brokerage."
examreview_103641172,91,Transfer of Property,Special Processes,What is it called when a property owner acquires additional land through manmade or natural causes?,Accession,Alienation,Dedication,Reliction,A,"Accession is the addition of property through manmade causes, such as labor, or from natural causes, such as reliction."
examreview_103641172,92,Laws of Agency and Fiduciary Duties,Termination of Agency,"A real estate licensee and his client fulfill the listing agreement, and the agency relationship is terminated. At what point did the agent's fiduciary duty of confidentiality to this client terminate?",After 30 days,After one year,Immediately,Never,D,"An agent's fiduciary duty of confidentiality does not end, even when the agency relationship is terminated (unless the agent enters into an agency agreement with another client and information about the former client would be beneficial to the new client)."
examreview_103641172,93,Property Ownership and Land Use Controls and Regulations,Public Controls,"When you're working with a client who is looking for a home to purchase, why should you determine if any additions to the home have been permitted?",Because the buyer may be subject to fees from an HOA if the addition doesn't meet the CC&Rs.,Because the permitting process ensures building code compliance.,Because this may provide negotiating power on the offering price.,Because this will determine the amount of property tax the buyer will pay.,B,"Building permits secured for a project ensure that builders follow the building codes to construct safe, properly functioning dwellings."
examreview_103641172,94,Contracts,General,The Uniform Electronic Transaction Act (UETA) makes it legal and binding for contracts to be ______.,Completed verbally,Filed without signatures,Signed electronically,Written by a broker,C,The Uniform Electronic Transaction Act legalizes electronic contracts and electronic signatures on them.
examreview_103641172,95,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,"Certain homes and other buildings are designated as ""target"" dwellings by the EPA. What does this mean?",There are specific requirements for contractors performing lead abatement or remodeling these homes.,These are the most desirable homes for green living.,These homes cannot be inhabited until lead abatement has been performed.,These homes have been targeted for removal.,A,"""Target"" dwellings have specific requirements for contractors performing lead abatement or remodeling."
examreview_103641172,96,Property Ownership and Land Use Controls and Regulations,Environmental Hazards and Regulations,Which one of the following may cause carbon monoxide to be present in a home?,A detached garage,A gas furnace,An electric dryer,An electric stove,B,"A gas furnace, gas stove, and an attached garage can all increase carbon monoxide levels in the home. These things should be checked annually."
examreview_103641172,97,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Which of the following lease agreements should be accompanied by an agency disclosure?,15-month lease,Nine-month lease,Six-month lease,Three-month lease,A,Agency disclosure is required for leases exceeding one year.
examreview_103641172,98,Transfer of Property,Transfer Through Court Supervision,A daughter received a devise from her mother. What might this be?,A written message,Her mother's car,Her mother's farm,Her mother's jewelry,C,"A gift of real property is called a devise. The daughter is the devisee, and her mother is the devisor."
examreview_103641172,99,Contracts,General,"Bob signed a contract to purchase Ingrid's apartment building. Bob decided he didn't want to be a landlord, and Ingrid decided she didn't want to sell and move to Maui. They mutually agreed to cancel the contract, and Ingrid returned Bob's earnest money. This is referred to as ______.",Assignment,Breach of contract,Novation,Rescission,D,A rescission is a definitive end of the parties' commitments under an agreement-one in which the parties are returned to their pre-contract status. Each party gives back anything received under the contract.
examreview_103641172,100,Transfer of Property,Tax Aspects,"You're working with a couple who are in the market for their first home. They're full of questions, and today they're asking about how homeownership will affect their tax burden. Of course, you answer by providing information that's within the scope of your license. Which of these taxes would you mention to your clients as relevant to homeownership?",Capital gains credit for purchase of a property priced below market value,Deduction of most closing costs on income tax for the year of purchase,First-time homebuyer income tax credit based on purchase price of property,Possible income tax deductions for prepaid interest on a loan,D,Your clients may be able to deduct prepaid interest on their mortgage from their income taxes.
examreview_103641172,101,Property Valuation and Financial Analysis,Financial Analysis,What is defined as an asset's reduction in value?,Appreciation,Depreciation,Gain,Loss,B,Depreciation is defined as an asset's reduction in value.
examreview_103641172,102,Contracts,General,"Which of the following types of consideration can be an exchange of money for a promise, an exchange of an item of value for money, or an agreement between the parties to do or not do something?",Good,One-time,Valuable,Valueless,C,"Valuable consideration differs from ""good"" consideration, which may merely be consideration of affection, such as when a person gives a family house to their child, receiving love and good will in return."
examreview_103641172,103,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Tamron owns a commercial strip mall with several units. She'd like to sell the property and move on to another project. She has hired Christopher as her agent. Is Christopher required to provide Tamron with an agency disclosure form?,"No, agency disclosure is not required on commercial properties.","No, agency disclosure is only required on sales of residential properties with one to four units.","No, Christopher does not provide the agency disclosure to his client. He only provides it to prospective buyers.","Yes, agency disclosure is required on commercial properties",D,Agency disclosure is required for transactions involving commercial properties.
examreview_103641172,104,Property Valuation and Financial Analysis,Value,"What is the amount a buyer paid for a property, and that the seller accepted?",Cost,Insurance,Price,Value,C,Most real estate agents deal with price most often.
examreview_103641172,105,Contracts,General,"Mary contracted to buy her mother's house when her mother moves to a senior living community, but now Mary has to move because of work and no longer wants to buy the house. With their mother's agreement, Mary's sister, Tina, steps in, releasing Mary from her obligation. They write up a new contract, with the only change being that Tina is now the party to the contract rather than Mary. What's happened here?",Assignment,Breach of contract,Novation,Performance,C,"Novation of a contract is the substitution of one party for another, with the full and complete release of the original party from any obligations under the terms of the contract."
examreview_103641172,106,Contracts,Offers/Purchase Contracts,"Brynn's listing agent told potential buyers that all offers on Brynn's property would be considered at 5 p. m. on May 3. By that date and time, four offers had been made. The persons making these offers are the ______.",Examiners,Executors,Offerees,Offerors,D,The party making an offer is known as the offeror.
examreview_103641172,107,Property Valuation and Financial Analysis,Value,What action will an appraiser need to take when identifying the purpose of the appraisal?,Determine highest and best use.,Estimate value of land.,Identify data needed.,Use three approaches to estimate value.,C,The first step is to state the problem so the appraiser can then identify the data that is needed.
examreview_103641172,108,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Melanie is selling her single-family home. She has hired Damian to represent her as her agent in this transaction. Is Damian required to provide Melanie with an agency disclosure form?,"No, agency disclosure is not required on sales of residential properties with one to four units.","No, agency disclosure is only required on leases exceeding one year.","No, Damian does not provide the agency disclosure to his client. He only provides it to others involved in the transaction.","Yes, agency disclosure is required on sales of residential properties with one to four units.",D,Agency disclosure is required for listings for sale or lease involving one- to four-unit residential properties and non-residential (commercial) properties.
examreview_103641172,109,Laws of Agency and Fiduciary Duties,Termination of Agency,Agency may be legally terminated in which of the following ways?,The agent finds a better client.,The client changes financing.,The client changes plans.,The principal broker becomes incapacitated.,D,"Broker incapacitation can legally terminate an agency agreement. If an agent is incapacitated, the broker can assign a new agent to the client."
examreview_103641172,110,Property Valuation and Financial Analysis,Financial Analysis,"Which of these is defined by ""income received before expenses are deducted""?",Effective gross income,Gross income,Net income,Taxes,B,Gross income is income received before expenses are deducted. Effective gross income is income after losses from vacancies and credit losses are deducted.
examreview_103641172,111,Transfer of Property,Escrow,"Mark is offering to purchase Sarah's house. They agree, and open an escrow account together. Mark and Sarah would be considered what to the escrow?",Bilaterals,Escrow agent/holder,Interpleaders,Principals,D,The two parties of the transaction are considered to be the principals of the escrow.
examreview_103641172,112,Transfer of Property,Types of Vesting,"Ken, Barbie, and Skipper owned a property as a joint tenancy. When Skipper moved out of state, she sold her interest to Midge. Two years later, Ken died. How is the interest in the property divided?",Barbie and Midge each own 50%.,Barbie and Skipper each own 50%.,"Barbie, Midge, and Ken's heirs each own one-third.","Barbie owns two-thirds, and Midge owns one-third.",D,"Joint tenancy includes the right of survivorship, so Ken's interest will pass to the other tenants. But because Midge bought in later than the others, she isn't considered a joint tenant. Ken's share will therefore pass entirely to Barbie."
examreview_103641172,113,Laws of Agency and Fiduciary Duties,Responsibilities of Agent to Seller/Buyer as Principal,What happens when your client asks you to do something that's against the law?,"According to the duty of obedience, you must obey, but document the request.",You must break your duty of obedience.,"You must obey, but ask your client to sign a disclaimer for your actions.",You must report your client to the authorities.,B,"Remember that obedience does not mean acting outside the law. Depending on the situation, reporting your client to the authorities might be unnecessary and ill-advised."
examreview_103641172,114,Transfer of Property,Title Insurance,"Lisa purchased a home, and six months after the purchase, a stranger knocked on her door and told her he was the true property owner. After investigating, it turns out the person who sold Lisa the property had forged the deed without the true owner's knowledge. What's true about Lisa's situation?",Her homeowner's policy may protect her from loss.,Her lender must initiate a quiet title action to resolve the issue.,Her title insurance policy may protect her from loss.,The county clerk where the documents were recorded is liable.,C,"Title insurance policies are used to cover the policy holder from losses, such as forged documents, that later put ownership into question."
examreview_103641172,115,Laws of Agency and Fiduciary Duties,Termination of Agency,Carlton listed his property with an agreement end date of August 31. The property went under contract on May 12 and closed on July 2. When did Carlton's listing agreement officially terminate?,August 31,July 2,May 12,Upon revocation by the agent,B,"The listing agreement officially terminated on July 2, the date the transaction closed and was complete."
examreview_103641172,116,Property Valuation and Financial Analysis,Value,What type of value is sought if an investor wants to know the estimated rate of return for a property?,Assessed value,Insured value,Investment value,Value in use,C,An investment value can tell a consumer about the expected rate of return for a property.
examreview_103641172,117,Property Valuation and Financial Analysis,Methods of Estimating Value,Which one of these would NOT be an element of comparison an appraiser would use when applying the sales comparison approach to a property valuation?,Financing terms and cash equivalency,Income generated,Market conditions at time of sale,Physical characteristics of the property,B,The sales comparison approach doesn't factor in any income a property may have generated; that's an aspect of the income approach.
examreview_103641172,118,Transfer of Property,Escrow,"Sasha accepted an offer on her duplex. The purchase price will be enough to cover the principal remaining on her existing mortgage, plus make her a tidy profit. Which individual is responsible for contacting Sasha's lender to establish the payoff amount for her loan?",Sasha,Sasha's attorney,Sasha's real estate agent,The escrow agent,D,The escrow agent is responsible for contacting the seller's lender to determine the exact payoff amount.
examreview_103641172,119,Property Valuation and Financial Analysis,Value,Which economic principle is related to supply and demand?,Competition,Conformity,Contribution,Substitution,A,"Competition impacts value because the more similar properties that are on the market, the lower the price will be driven. Competition is related to supply and demand."
examreview_103641172,120,Property Valuation and Financial Analysis,Value,"The fewer properties on the market, the greater the scarcity. What's the effect on prices?",Prices are pushed downward.,Prices are pushed upward.,Prices remain the same.,There's no correlation between scarcity and price.,B,Fewer properties = greater scarcity = higher demand for the properties that are available = upward pressure on prices.
examreview_103641172,121,Laws of Agency and Fiduciary Duties,Disclosure of Acting as Principal or Other Interest,Which of the following is a true statement about buying one's own listing?,"Even when it's legal, some brokerages won't allow their agents to do it.","If full disclosure is provided to the seller, it is fine to do.",It is always illegal.,It's a great way to make money in real estate.,A,"Full disclosure and brokerage permission are required. Even so, licensees should proceed carefully to avoid a charge of misrepresentation."
examreview_103641172,122,Property Valuation and Financial Analysis,Value,"Quality of amenities, climate, and topography are examples of which force that influences property value?",Economic,Physical/environmental,Political/governmental,Social,B,These are examples of physical or environmental forces that influence value. Other examples of physical forces are availability of schools and barriers to future development.
examreview_103641172,123,Transfer of Property,Escrow,"In a California real estate transaction, which of these individuals would require a license to act as the escrow agent?","Barbara, an associate broker who works for Zack","Lulu, a real estate salesperson representing the buyer","Nadia, an attorney engaged by buyer Lulu","Zack, a real estate broker representing the seller",A,"Since Zack, Lulu, and Nadia are all exempt based on the fact that they're already representing principals in the transaction, only Barbara would need to have an escrow agent's license to fill that role in this transaction."
examreview_103641172,124,Property Valuation and Financial Analysis,Value,Which economic principle states that the value of property today is impacted by the current value of the total expected future benefits?,Anticipation,Conformity,Highest and best use,Progression,A,Anticipation says that the value of property today is impacted by the current value of the total anticipated future benefits.
examreview_103641172,125,Property Valuation and Financial Analysis,Value,What has occurred when two adjacent properties are worth more when they're combined into one property?,Contribution,Eminent domain,Plottage,Zoning,C,Plottage is the economic principle that the joining or assemblage of two neighboring land parcels increases the property value.
examreview_103641172,126,Transfer of Property,Transfer Through Court Supervision,"What takes precedence over a deceased person's wishes to grant his property at death, even if those wishes are specified in the decedent's will?",Intestate succession,"Location, location, location",Operation of law,Public interest,C,Operation of law trumps a will. It says that what's legally required must be satisfied before the terms of the will apply.
examreview_103641172,127,Property Valuation and Financial Analysis,Financial Analysis,An investor is analyzing the income potential of a three-unit property. Which of the following will the investor most likely use?,Effective gross income,Gross income multiplier,Gross rent multiplier,Potential gross income,C,"Remember, rent has four letters. GRM is used for income-producing properties of four or fewer units. Properties with five or more units use GIM."
examreview_103641172,128,Property Valuation and Financial Analysis,Financial Analysis,What is it called when a property's value increases over time?,Appreciation,Debt,Depreciation,Investment,A,You can find the appreciated value of a property by taking the original value and multiplying it by the appreciation rate.
examreview_103641172,129,Laws of Agency and Fiduciary Duties,Termination of Agency,"Marcy listed her property with Jennings Homes in March. The market was slow, and Marcy's property isn't in great condition-though she's sure she can get top dollar for it because of its location. Her agent encouraged her to either reduce the price or fix the property up, but she refused. Both Marcy and her agent are frustrated. What's the best option for both of them?",Bring in another agent to help price the property.,Let the listing expire.,One party or the other should terminate the listing.,They can mutually agree to terminate the listing.,D,"Since Marcy and her agent don't agree on what to do to get the house sold, it's likely best for them to mutually agree to terminate the listing."
examreview_103641172,130,Laws of Agency and Fiduciary Duties,"Law, Definition and Nature of Agency Relationships, Types of Agencies, and Agents","Terry represents seller Farrah, and Michael represents Troy, the buyer. Who is (or are) the principal(s) in this transaction?",Farrah,Farrah and Troy,Terry and Michael,Troy,B,"Farrah and Troy are the principals (parties) to the transaction. Farrah is the principal in her agency relationship with Terry, and Troy with Michael."
examreview_103641172,131,Property Valuation and Financial Analysis,Value,Which economic principle pertains to how a change in a property affects its value as a whole?,Anticipation,Conformity,Contribution,Substitution,C,Contribution pertains to how a change in a property impacts the value as a whole. Does converting a garage into a family room contribute to or detract from value? The answer to that would be in the eyes of the buyer.
examreview_103641172,132,Property Valuation and Financial Analysis,Value,There are a lot more sellers than buyers in the current market. How does this demand influence value?,Demand doesn't influence value.,Value is pushed downward.,Value is pushed upward.,Value remains the same.,B,More sellers than buyers = low demand = downward pressure on value.
examreview_103641172,133,Property Valuation and Financial Analysis,Methods of Estimating Value,Which approach to estimating property value relies almost exclusively on recent sales of comparable properties?,Comparable value approach,Cost approach,Income approach,Sales comparison approach,D,The sales comparison approach relies on comparable properties to help estimate a market value of the subject property.
examreview_103641172,134,Laws of Agency and Fiduciary Duties,"Law, Definition and Nature of Agency Relationships, Types of Agencies, and Agents","A broker has designated two licensees to represent opposing sides in the same transaction. One licensee represents the seller, and the other licensee represents the buyer. What relationship does the broker have to the buyer and the seller?",The broker is a designated agent to both the buyer and the seller.,The broker is a designated agent to the buyer and a dual agent to the seller.,The broker is a designated agent to the seller and a dual agent to the buyer.,The broker is a dual agent to both the buyer and the seller.,D,A dual agent represents both parties.
examreview_103641172,135,Property Valuation and Financial Analysis,Methods of Estimating Value,Which of the following would be a good source of replacement and reproduction costs when using the cost approach to determine value?,An analysis of supply and demand in a given area,Published indexes and tables,Sales prices of nearby properties,The most recent assessed values of similar properties,B,"Appraisers use published indexes and tables to source the data, such as Marshall & Swift Tables™."
examreview_103641172,136,Property Valuation and Financial Analysis,Financial Analysis,What does the quick and dirty 70% formula mean to investors?,That 70% of renters will leave in the first two years,That 70% of their income will go toward expenses,The purchase price shouldn't be more than 70% of the repaired value,They must receive 70% return on their investment,C,The 70% formula states that the purchase price should not exceed 70% of the expected value after repairs.
examreview_103641172,137,Contracts,General,"In an addendum to the purchase and sale contract, the seller agreed to perform work but was unable to finish before closing. What is this an example of?",A void contract,Contract execution,Legal purpose,Partial performance,D,"Because the seller hasn't fully completed the items agreed to in the contract, the seller has only partially performed the contract. The buyer can accept the partial performance or seek other legal remedies."
examreview_103641172,138,"Practice of Real Estate and Disclosures, Including Specialty Areas",Record Keeping Requirements,Gail has several files of failed transaction records. What does the law require her to do with these?,Retain all of the documents for three years from the dates the transactions failed.,Scan the documents and send the electronic files to the California DRE for safekeeping.,Shred all documents as soon as possible to protect the parties.,Store them offsite in a secure location for five years from the date they were moved into storage.,A,"Section 10148 of the Business and Professions Code states that you must retain all of these documents for three years from date of the closing of the transaction or from the date of the listing, if the transaction did not happen."
examreview_103641172,139,Property Valuation and Financial Analysis,Financial Analysis,"What ""quick and dirty"" investment formula seeks to achieve a percentage of gross monthly rental income as compared to purchase price?",2%,5%,50%,70%,A,There is a formula called the 2% formula that states that the gross monthly rental income should be at least 2% of the purchase price.
examreview_103641172,140,Laws of Agency and Fiduciary Duties,"Law, Definition and Nature of Agency Relationships, Types of Agencies, and Agents","If a complaint with the Citizens Complaint Center raises concern that antitrust law may have been violated, to where will the complaint be referred?",Attorney general,Court of appeals,Division legal staff,State supreme court,C,The CCC passes the complaint to the appropriate division legal staff for further investigation.
examreview_103641172,141,Laws of Agency and Fiduciary Duties,Termination of Agency,"Renee listed her property for three months starting on March 13. By August, the property hasn't sold. This is after lots of marketing and effort from the agent, a price adjustment, and several showings. Renee decided to list the property with another firm. Under which of these conditions can Renee list the property with another firm without breaching her agreement?",She can terminate with no penalty as long as she lists with another firm.,The agent abandoned the listing.,"The agent didn't put forth enough effort, so Renee can terminate the agreement.",The listing agreement expired.,D,"If the agreement has expired and Renee has chosen not to extend it, she may list the property with another brokerage firm."
examreview_103641172,142,Laws of Agency and Fiduciary Duties,Disclosure of Agency,What types of transactions in California may require agency disclosure?,Commercial leases only,Residential and non-residential sales and leases,Residential leases only,Residential sales only,B,Agency disclosure is required for listings for sale or lease involving one- to four-unit residential properties and non-residential (commercial) properties.
examreview_103641172,143,Laws of Agency and Fiduciary Duties,Termination of Agency,In which of the following listing agreement terminations is there LEAST likely to be a penalty for terminating the agreement?,The agent abandons the listing.,The client and agent mutually agree to terminate the listing.,The client revokes the listing agreement to sell the property to a family member.,"The seller withdraws the listing, deciding instead to stay in the property.",B,Mutual agreement to terminate a listing typically doesn't result in any penalty to either party.
examreview_103641172,144,Laws of Agency and Fiduciary Duties,"Law, Definition and Nature of Agency Relationships, Types of Agencies, and Agents",A couple at an open house ask a licensee for a flyer containing information about the property. What is the licensee's relationship with the couple?,Acquaintances,Clients,Customers,Sub-clients,C,"No agency agreement exists in this scenario, so no client relationship has been created. The couple are customers."
examreview_103641172,145,Laws of Agency and Fiduciary Duties,Commission and Fees,"If an agent lists a home for his sister and it sells, can the agent accept his compensation directly from his sister?","No, agents cannot accept compensation from immediate family.","No, the compensation must go through the agent's broker.","No, the compensation must go through the escrow company first.","Yes, because she's a close relative.",B,All compensation related to real estate must come through the agent's broker.
examreview_103641172,146,Laws of Agency and Fiduciary Duties,Termination of Agency,Which of the following describes a listing agreement termination by completion/performance?,"Dean lists his property on August 1. After just a few showings, he accepts an offer on",August 12. The closing takes place on September 22.,Margaret listed her property on April 1. She receives and accepts an offer on April 3.,"On closing day, the buyers back out.",A,"On December 15, Kevin lists his property for three months. On March 16, he declines to extend the listing agreement. Wendall lists his property on January 1. His agent fails to show or market the property, and Wendall revokes the listing agreement on March 1. The agency agreement automatically terminates when a transaction closes."
examreview_103641172,147,Laws of Agency and Fiduciary Duties,Disclosure of Agency,Rob is searching for a new apartment that he can lease for the next two years while he's working in the area. He has hired Danielle to represent him as his agent in this transaction. Is Danielle required to provide Rob with an agency disclosure form?,"No, agency disclosure is only required on leases shorter than one year.","No, agency disclosure is only required on sales of residential properties with one to four units.","No, Danielle does not provide the agency disclosure to her client. He only provides it to the landlord involved in the transaction.","Yes, agency disclosure is required on leases exceeding one year.",D,Agency disclosure is required for leases exceeding one year.
examreview_103641172,148,Laws of Agency and Fiduciary Duties,Disclosure of Agency,An undisclosed agency relationship involves how many parties?,None,"One broker dual agent, one seller, one buyer, and two transaction brokers","One broker, two licensees, one buyer with a written confidentiality agreement in place, and one seller","Two brokers, two licensees, and two principals with written confidentiality agreements in place",A,"""Undisclosed agency,"" also known as divided agency, occurs when one agent represents both the buyer and seller in the same transaction without proper disclosure and consent. Undisclosed agency is illegal in California."
examreview_103641172,149,Laws of Agency and Fiduciary Duties,Termination of Agency,"Alice listed a three-bedroom home for her client, but before she finds a buyer, the home burns to the ground. What happens to the agency agreement that Alice has with her client?",The agency agreement continues as created unless Alice and her client can mutually agree to terminate it.,The agency agreement is terminated if the property is destroyed.,"The agency agreement must be extended until the home is rebuilt, or for six months, whichever is longer.","The agreement must continue, but it can be modified due to the changed value of the property.",B,One of the ways that an agency agreement can be terminated is through property destruction.
examreview_103641172,150,Laws of Agency and Fiduciary Duties,"Law, Definition and Nature of Agency Relationships, Types of Agencies, and Agents",Rhonda is an unrepresented buyer who's purchasing Tony's townhome. Gary represents Tony in the sale of his property. What's Rhonda's relationship to Gary?,A client and fiduciary,A customer,A customer and client,A fiduciary,B,Rhonda is Gary's customer. She's not his client because no agency relationship exists between them.
